"","item_name","group","subcategory","url","path","description","scrape_status"
"511","Warrior's Round Shield","SHIELDS","Small Shields","https://darksouls.wiki.fextralife.com/Warrior%27s+Round+Shield","/Warrior%27s+Round+Shield","""Round wooden shield crafted in Lordran. Decorated with the ancient Labrys axe. The giant trees in Lordran are distant offspring of the great stone archtrees. This shield inherits their properties, and the wood reduces magic damage.""","ok_blockquote"
"512","Balder Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Balder+Shield","/Balder+Shield","""Shield of the knights of the ancient kingdom of Balder. Tweaked for improved stability. Balder was the home of Knight King Rendal, but the kingdom was reduced to ruins after a widespread outbreak of Undead""","ok_blockquote"
"513","Black Knight Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Black+Knight+Shield","/Black+Knight+Shield","Shield of the Black Knights that wander Lordran. A flowing canal is chiseled deeply into its face. Long ago, the black knights faced the chaos demons, and were charred black, but their shields became highly resistant to fire.","ok_blockquote"
"514","Bloodshield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Bloodshield","/Bloodshield","""The bloodshield spoken of in the lost legends. The red blood is slightly enchanted, and boost various resistances.""","ok_blockquote"
"515","Caduceus Kite Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Caduceus+Kite+Shield","/Caduceus+Kite+Shield","""Medium metal shield. Decorated by an ancient blue Caduceus. A standard, widely-used shield.""","ok_blockquote"
"516","Crest Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Crest+Shield","/Crest+Shield","Shield of a nameless knight, likely a high-ranking knight of Astora."" ""One of the enchanted blue shields. The Crest Shield greatly reduces magic damage.""","ok_blockquote"
"517","Crystal Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Crystal+Shield","/Crystal+Shield","""A fully crystallized straight shield. How such a weapon was created is entirely unknown."" ""The crystallization boosts its defense, but makes the shield brittle. The shield cannot be used for long, as it cannot be repaired.""","ok_blockquote"
"518","Dragon Crest Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Dragon+Crest+Shield","/Dragon+Crest+Shield","Shield of a nameless knight, likely a high-ranked knight of Astora. One of the enchanted blue shields. The dragon crest shield greatly reduces fire damage.","ok_blockquote"
"519","East-West Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/East-West+Shield","/East-West+Shield","""A wooden kite shaped shield. It is decorated with the ancient symbol of a double-headed eagle, painted yellow."" ""Wooden shields are lighter than metal shields, but with lower physical damage reduction, and reduced shield stability.""","ok_blockquote"
"520","Gargoyle's Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Gargoyle%27s+Shield","/Gargoyle%27s+Shield","""Bronze shield of the gargoyle guarding the Bell of Awakening in the Undead Church."" ""The gargoyle's skin is tough by itself, and perhaps its shield may have been a prop, for it is a rare example of a metal shield that does not reduce physical damage 100%.""","ok_blockquote"
"521","Grass Crest Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Grass+Crest+Shield","/Grass+Crest+Shield","""Old medium metal shield of unknown origin. The grass crest is lightly imbued with magic, which slightly speeds stamina recovery.""","ok_blockquote"
"522","Heater Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Heater+Shield","/Heater+Shield","""Small metal shield. A standard, widely-used shield."" ""This shield is easy to use, and is one of the smallest shields that offers 100% physical damage reduction.""","ok_blockquote"
"523","Hollow Soldier Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Hollow+Soldier+Shield","/Hollow+Soldier+Shield","""Metal shield wielded by Hollow soldiers. Heavily rusted but sturdy, providing a strong defense""","ok_blockquote"
"524","Iron Round Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Iron+Round+Shield","/Iron+Round+Shield","""Thick iron shield of Shiva of the East. Heaviest of the standard shields. Deflects enemy attacks. A famous specimen from Shiva's collection, but none who have faced it have lived to tell the tale.""","ok_blockquote"
"525","Knight Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Knight+Shield","/Knight+Shield","""This medium metal shield is elegantly carved and painted."" ""Although it is thought to have been used by ancient knights of nobility, its defense and capabilities are similar to other shields.""","ok_blockquote"
"526","Large Leather Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Large+Leather+Shield","/Large+Leather+Shield","""Large, leather-covered round shield. Choice shield for hunters."" ""Wood shields are lighter than metal shields, but with lower physical damage reductions, and reduced shield stability.""","ok_blockquote"
"527","Pierce Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Pierce+Shield","/Pierce+Shield","""Shield of certain knights of Catarina, used in attacks with a large protrusion in the center."" ""Can be used as a thrust weapon.""","ok_blockquote"
"528","Sanctus","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Sanctus","/Sanctus","""A legendary weapon of the Way of the White, granted to an Undead paladin long ago"" ""Once blessed with the protection of a white flame, but its power has all but faded, so that it provides only slight HP recovery.""","ok_blockquote"
"529","Silver Knight Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Silver+Knight+Shield","/Silver+Knight+Shield","""Shield of the Silver Knights of Anor Londo. A flowing canal is carved deep into its face. The Silver Knights stayed behind in Anor Londo to defend the illusory goddess, and their shields are blessed with her divine protection.""","ok_blockquote"
"530","Spider Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Spider+Shield","/Spider+Shield","""Shield of the savage mountain bandits. Uniquely-shaped with a large black spider etched upon it."" ""Has resistance to poison.""","ok_blockquote"
"531","Spiked Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Spiked+Shield","/Spiked+Shield","""Shield of the infamous Darkwraith Kirk, Knight of Thorns. Covered with spikes."" ""Can be used as a weapon. Sharp spikes cause heavy bleeding.""","ok_blockquote"
"532","Sunlight Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Sunlight+Shield","/Sunlight+Shield","""Shield of Solaire of Astora, Knight of Sunlight. Decorated with a holy symbol, but Solaire illustrated it himself, and it has no divine powers of its own. As it turns out, Solaire's incredible prowess is a product of his own training, and nothing else.""","ok_blockquote"
"533","Tower Kite Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Tower+Kite+Shield","/Tower+Kite+Shield","""Medium metal shield. Decorated with a tower, the symbol of protection. A standard, widely-used shield.""","ok_blockquote"
"534","Wooden Shield","SHIELDS","Standard Shields","https://darksouls.wiki.fextralife.com/Wooden+Shield","/Wooden+Shield","""Vertically elongated wooden shield. Decorated with a white dragon. ""Wood shields are lighter than metal shields, but with lower physical damage reduction, and reduced shield stability.""","ok_blockquote"
"535","Battle Axe","WEAPONS","Axes","https://darksouls.wiki.fextralife.com/Battle+Axe","/Battle+Axe","Standard battle axe. Inflicts regular damage, making it effective in various situations."" ""Powerful attack due to its weight, but one wrong swing leaves the wielder wide open, so timing and proximity to the enemy must be judged carefully.""","ok_blockquote"
"536","Butcher Knife","WEAPONS","Axes","https://darksouls.wiki.fextralife.com/Butcher+Knife","/Butcher+Knife","Giant butcher knife wielded by the Undead man-eating cook lurking in the Depths. More of a tool for subduing and preparing live catches than an actual weapon. Those who have faced this deadly blade have a deeper sense of how helpless prey must feel.""","ok_blockquote"
"537","Crescent Axe","WEAPONS","Axes","https://darksouls.wiki.fextralife.com/Crescent+Axe","/Crescent+Axe","Well-used old bronze battle axe with a long hilt and a crescent-shaped blade."" ""One of the blessed weapons of the Way of White. The Crescent Axe is bequeathed to cleric warriors who have proven their faith.""","ok_blockquote"
"538","Gargoyle Tail Axe","WEAPONS","Axes","https://darksouls.wiki.fextralife.com/Gargoyle+Tail+Axe","/Gargoyle+Tail+Axe","Sliced tail of the gargoyle guarding the Bell of Awakening in the Undead Church or patrolling in Anor Londo. Can be used as a bronze battle axe. Bends dramatically during large attacks, owing to its nature as a tail.""","ok_blockquote"
"539","Golem Axe","WEAPONS","Axes","https://darksouls.wiki.fextralife.com/Golem+Axe","/Golem+Axe","An axe born from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo."" ""Its powerful one-handed attack imitates the Golem's blade of wind, but the heavy iron blade makes it quite unwieldy.""","ok_blockquote"
"540","Hand Axe","WEAPONS","Axes","https://darksouls.wiki.fextralife.com/Hand+Axe","/Hand+Axe","Small hand axe. Appears identical to a lumberjack's tool, but has an ideal weight and strength, and is easy to handle. One wrong swing leaves the wielder wide open, so timing and proximity to the enemy must be judged carefully.""","ok_blockquote"
"541","Black Bow of Pharis","WEAPONS","Bows","https://darksouls.wiki.fextralife.com/Black+Bow+of+Pharis","/Black+Bow+of+Pharis","The preferred black bow of the heroic archer Pharis. Has a longer range than standard bows, but is more difficult to use. Without proper abilities, results will be underwhelming.""","ok_blockquote"
"542","Composite Bow","WEAPONS","Bows","https://darksouls.wiki.fextralife.com/Composite+Bow","/Composite+Bow","Composite bow emphasizing power. Requires more strength than standard bows. However, its range is shorter, making it unfit for sniping.","ok_blockquote"
"543","Darkmoon Bow","WEAPONS","Bows","https://darksouls.wiki.fextralife.com/Darkmoon+Bow","/Darkmoon+Bow","Bow born from the soul of the Dark Sun Gwyndolin, Darkmoon deity who watches over the abandoned city of the Gods, Anor Londo. This golden bow is imbued with powerful magic and is most impressive with Moonlight Arrows.""","ok_blockquote"
"544","Longbow","WEAPONS","Bows","https://darksouls.wiki.fextralife.com/Longbow","/Longbow","Large bow. Projectile weapon for experienced hunters.","ok_blockquote"
"545","Short Bow","WEAPONS","Bows","https://darksouls.wiki.fextralife.com/Short+Bow","/Short+Bow","Small bow. Standard projectile weapon."" Equip arrows to use. Hold bow and press L1 or LB to aim. Aim. for heads of humanoid foes. Press L2/R2 or LT/R/T to change type of arrows.","ok_blockquote"
"546","Beatrice's Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Beatrice's+Catalyst","/Beatrice's+Catalyst","Catalyst belonging to Beatrice, the rogue witch. Contrasts with Vinheim catalysts. This ancient catalyst shows signs of being used for age-old sorceries. It has passed the hands of many generations to get here.""","ok_blockquote"
"547","Demon's Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Demon's+Catalyst","/Demon's+Catalyst","Demon catalyst formed from Izalith molten rock. Can be used as fire weapon. The Demon Firesage was the first demon, and the last master of the original fire arts, before the Witch of Izalith was engulfed by Chaos, creating pyromancy.""","ok_blockquote"
"548","Izalith Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Izalith+Catalyst","/Izalith+Catalyst","Catalyst of the Witch of Izalith of long ago, when her daughters were still flame witches, before they were engulfed by the Chaos Flame. Before the birth of pyromancy, their wands were mediums for sorcery, but knowledge of this flame sorcery has long since vanished.""","ok_blockquote"
"549","Logan's Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Logan's+Catalyst","/Logan's+Catalyst","Catalyst of Big Hat Logan, the great sorcerer and seeker of knowledge. Originally the same catalyst employed by the Vinheim sorcerers, only terribly strengthened over time due to Logan's use. Very powerful when used by one of superior intelligence.""","ok_blockquote"
"550","Manus Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Manus+Catalyst","/Manus+Catalyst","A sorcery catalyst born from the soul of Manus, Father of the Abyss. A rough, old wooden catalyst large enough to be used as a strike weapon. Similar to the Tin Crystallization Catalyst, it boosts the strength of sorceries, but limits the number of castings. ""","ok_blockquote"
"551","Oolacile Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Oolacile+Catalyst","/Oolacile+Catalyst","Sorcery catalyst of the lost land of Oolacile. Formed by enchanted whitebark branches. Boosts sorcery adjustment, but lost land sorceries are not offensive, and attacks are not affected by intelligence.""","ok_blockquote"
"552","Oolacile Ivory Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Oolacile+Ivory+Catalyst","/Oolacile+Ivory+Catalyst","Sorcery catalyst of lost land of Oolacile. Formed by enchanted whitebark branches. The whitebark boosts sorcery adjustment, but the sorceries of this lost land are gentle and not affected by intelligence.""","ok_blockquote"
"553","Sorcerer's Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Sorcerer's+Catalyst","/Sorcerer's+Catalyst","Sorcery catalyst used by sorcerers of Vinheim Dragon School. Equip catalyst to use sorceries. Attune sorceries from a scroll at a bonfire. Most sorceries have a limited number of uses.""","ok_blockquote"
"554","Tin Banishment Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Tin+Banishment+Catalyst","/Tin+Banishment+Catalyst","Catalyst of the banishment sorcerers who flooded New Londo to seal off away the Darkwraiths and the Kings who fell to Dark. In contrast to other catalysts, the metal catalyst qualifies as a weapon, as it inflicts physical damage, however small.""","ok_blockquote"
"555","Tin Crystallization Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Tin+Crystallization+Catalyst","/Tin+Crystallization+Catalyst","Catalyst imbued in terrifying crystal magic. Used by Logan after his fixation on Seath. Makes all sorceries incredibly powerful, but demands extremely high intelligence from its wielder, and halves sorcery usages. ""","ok_blockquote"
"556","Tin Darkmoon Catalyst","WEAPONS","Catalysts","https://darksouls.wiki.fextralife.com/Tin+Darkmoon+Catalyst","/Tin+Darkmoon+Catalyst","Catalyst born from the soul of the Dark Sun Gwyndolin, Darkmoon deity who watches over the abandoned city of the Gods, Anor Londo. Gwyndolin is Gwyn's lastborn and a legitimate god, but he is also a Moon sorcerer, and this wand is boosted by faith, not intelligence.""","ok_blockquote"
"557","Avelyn","WEAPONS","Crossbows","https://darksouls.wiki.fextralife.com/Avelyn","/Avelyn","Repeating crossbow cherished by the weapon craftsman Eidas. Its elaborate design makes it closer to a work of art than a weapon. Intricate mechanism makes heavy damage possible through triple-shot firing of bolts. but in fact each bolt inflicts less damage.""","ok_blockquote"
"558","Heavy Crossbow","WEAPONS","Crossbows","https://darksouls.wiki.fextralife.com/Heavy+Crossbow","/Heavy+Crossbow","Powerful large crossbow. While bows require both hands, a crossbow is held in one, but arming each bolt takes time.""","ok_blockquote"
"559","Light Crossbow","WEAPONS","Crossbows","https://darksouls.wiki.fextralife.com/Light+Crossbow","/Light+Crossbow","Standard crossbow issued to soldiers. While bows require both hands, a crossbow is held in one, but arming each bolt takes time. ""","ok_blockquote"
"560","Sniper Crossbow","WEAPONS","Crossbows","https://darksouls.wiki.fextralife.com/Sniper+Crossbow","/Sniper+Crossbow","Large crossbow with long distance used by Carim snipers. Often used with sniper bolts. But while crossbows are normally easy to use, the Sniper Crossbow requires dexterity.""","ok_blockquote"
"561","Gravelord Sword","WEAPONS","Curved Greatswords","https://darksouls.wiki.fextralife.com/Gravelord+Sword","/Gravelord+Sword","Sword wielded only by servants of Gravelord Nito, the first of the dead. Crafted from the bones of the fallen.""""The miasma of death exudes from the sword, a veritable toxin to any living being.""","ok_blockquote"
"562","Murakumo","WEAPONS","Curved Greatswords","https://darksouls.wiki.fextralife.com/Murakumo","/Murakumo","Giant curved sword forged using special methods in an Eastern Land. This unparalleled weapon cuts like a Katana but is heavier than a Nata machete. Requires extreme strength, dexterity, and stamina to wield.""","ok_blockquote"
"563","Server","WEAPONS","Curved Greatswords","https://darksouls.wiki.fextralife.com/Server","/Server","A curved greatsword used in a mysterious ancient rite. Imbued with a frightful occult energy which restores HP with each hit.""","ok_blockquote"
"564","Falchion","WEAPONS","Curved Swords","https://darksouls.wiki.fextralife.com/Falchion","/Falchion","Small, curved sword. Each hit inflicts little damage, but fluid chain attacks are deadly.The falchion's sharp slashing attacks are effective against cloth and flesh, but not against metal armor or tough scales.""","ok_blockquote"
"565","Gold Tracer","WEAPONS","Curved Swords","https://darksouls.wiki.fextralife.com/Gold+Tracer","/Gold+Tracer","Curved sword used by the Lord's Blade Ciaran, one of Gwyn's Four Knights. Ciaran brandishes her sword in a mesmerizing dance, etching the darkness with dire streaks of gold.""","ok_blockquote"
"566","Jagged Ghost Blade","WEAPONS","Curved Swords","https://darksouls.wiki.fextralife.com/Jagged+Ghost+Blade","/Jagged+Ghost+Blade","Jagged blade wielded by New Londo ghosts. Violent thrust attack."" ""One of the cursed weapons. Inflicts damage to ghosts.""","ok_blockquote"
"567","Painting Guardian Sword","WEAPONS","Curved Swords","https://darksouls.wiki.fextralife.com/Painting+Guardian+Sword","/Painting+Guardian+Sword","Curved sword of Anor Londo painting guards. Unique shape with flat tip.""""The guardians, who strike down those who dare threaten the paintings, attack in a continuous, circular dancing motion, a technique passed down through generations.""","ok_blockquote"
"568","Quelaag's Furysword","WEAPONS","Curved Swords","https://darksouls.wiki.fextralife.com/Quelaag%27s+Furysword","/Quelaag%27s+Furysword","A curved sword born from the soul of Quelaag, daughter of the Witch of Izalith, who was transformed into a chaos demon. Like Quelaag's body, the sword features shells, spikes, humanity and a coating of chaos fire. Power affected by wielder's humanity.""","ok_blockquote"
"569","Scimitar","WEAPONS","Curved Swords","https://darksouls.wiki.fextralife.com/Scimitar","/Scimitar","Small, curved sword. Each hit inflicts little damage, but fluid chain attacks are deadly."" ""The scimitar's sharp slashing attacks are effective against cloth and flesh, but not against metal armor or tough scales.""","ok_blockquote"
"570","Shotel","WEAPONS","Curved Swords","https://darksouls.wiki.fextralife.com/Shotel","/Shotel","Curved sword with sharply curved blade.""""Created by Arstor, Earl of Carim. Requires great skill to wield, but evades shield defense to sneak in damage.""","ok_blockquote"
"571","Bandit's Knife","WEAPONS","Daggers","https://darksouls.wiki.fextralife.com/Bandit%27s+Knife","/Bandit%27s+Knife","""This wide single-edged shortsword is the favorite of lowly thieves and bandits.""""Primarily a slicing weapon, but highly effective when used for critical hits, such as after parrying or from behind.""","ok_blockquote"
"572","Dagger","WEAPONS","Daggers","https://darksouls.wiki.fextralife.com/Dagger","/Dagger","This standard small dagger has only a modest attack but can be jabbed in rapid succession, and is effective in critical hits such as after a parry or when stabbing in the back."" ""With both slash and thrust attacks this dagger is useful in various situations.""","ok_blockquote"
"573","Dark Silver Tracer","WEAPONS","Daggers","https://darksouls.wiki.fextralife.com/Dark+Silver+Tracer","/Dark+Silver+Tracer","A dark silver dagger used by the Lord's Blade Ciaran, of Gwyn's Four Knights. The victim is first distracted by dazzling streaks of the Gold Tracer, then stung by the vicious poison of this dagger.""","ok_blockquote"
"574","Ghost Blade","WEAPONS","Daggers","https://darksouls.wiki.fextralife.com/Ghost+Blade","/Ghost+Blade","The ghosts of New Londo clutch this wickedly sharp dagger with their bony hands and make mincemeat of the living."" ""One of the cursed weapons which can inflict damage upon ghosts.""","ok_blockquote"
"575","Parrying Dagger","WEAPONS","Daggers","https://darksouls.wiki.fextralife.com/Parrying+Dagger","/Parrying+Dagger","This dagger is useful after parrying and is normally equipped in the left hand.""""A favorite of the knights of Carim, who are famous for fighting without a shield.""","ok_blockquote"
"576","Priscilla's Dagger","WEAPONS","Daggers","https://darksouls.wiki.fextralife.com/Priscilla%27s+Dagger","/Priscilla%27s+Dagger","""This sword, one of the rare dragon weapons, came from the tail of Priscilla, the Dragon Crossbreed in the painted world of Ariamis.""""Possessing the power of lifehunt, it dances about when wielded, in a fashion reminiscent of the white-robed painting guardians.""","ok_blockquote"
"577","Caestus","WEAPONS","Fist Weapons","https://darksouls.wiki.fextralife.com/Caestus","/Caestus","The weapon augments one's bare hands with thick, studded leather. The Caestus has a short reach, but quick cool down. Amount of damage inflicted is dependent on its wearer's strength.""","ok_blockquote"
"578","Claws","WEAPONS","Fist Weapons","https://darksouls.wiki.fextralife.com/Claws","/Claws","A weapon formed by three sharped claws. Attacks cause bleeding, and the wounds inflicted are not easily mended. Preferred weapon of the spooks of an Eastern land.","ok_blockquote"
"579","Dark Hand","WEAPONS","Fist Weapons","https://darksouls.wiki.fextralife.com/Dark+Hand","/Dark+Hand","The Darkwraiths, incited by Kaathe, use the power of the dark soul to absorb humanity, an art shared by this weapon, which also acts as a special shield. The ancients, particularly, could sap the humanity of even a replete saint in the blink of an eye.""","ok_blockquote"
"580","Dragon Bone Fist","WEAPONS","Fist Weapons","https://darksouls.wiki.fextralife.com/Dragon+Bone+Fist","/Dragon+Bone+Fist","A weapon from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo."" ""The Gods fused the power of the soul with the great bones of the dragons, forming an appropriate core for the giant golem'""","ok_blockquote"
"581","Pyromancy Flame","WEAPONS","Flames","https://darksouls.wiki.fextralife.com/Pyromancy+Flame","/Pyromancy+Flame","Flame medium used by Great Swamp pyromancers. Pyromancers arouse this flame to produce various fire arts. Equip pyromancer flame to produce pyromancy. Attune pyromancies from a scroll at bonfire. Most pyromancies have limited number of uses."" After upgrading: ""Pyromancy flame drawing upon the latent power of Quelana of Izalith, mother of pyromancy. For the pyromancer, a flame is a precious thing indeed, to be nurtured, often for an entire lifetime. When the flame is shared, it creates an eternal bond between the parties.""","ok_blockquote"
"582","Black Knight Greataxe","WEAPONS","Great Axes","https://darksouls.wiki.fextralife.com/Black+Knight+Greataxe","/Black+Knight+Greataxe","Greataxe of the Black Knights who wander Lordran. Used to face chaos demons."" ""The large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.""","ok_blockquote"
"583","Demon's Greataxe","WEAPONS","Great Axes","https://darksouls.wiki.fextralife.com/Demon%27s+Greataxe","/Demon%27s+Greataxe","Carved from the bones of fellow demons. Wielded by the lesser Taurus demons."" ""This axe is imbued with no special power, but can merrily beat foes to a pulp, providing you have the strength to wield it.""","ok_blockquote"
"584","Dragon King Greataxe","WEAPONS","Great Axes","https://darksouls.wiki.fextralife.com/Dragon+King+Greataxe","/Dragon+King+Greataxe","This axe, one of the rare dragon weapons, is formed by the tail of the Gaping Dragon, a distant, deformed descendant of the everlasting dragons."" ""The axe is imbued with a mystical power, to be released when held with both hands.""","ok_blockquote"
"585","Greataxe","WEAPONS","Great Axes","https://darksouls.wiki.fextralife.com/Greataxe","/Greataxe","This greataxe is a veritable mass of iron. Its weight sends foes flying, but makes it difficult to handle without inhuman strength."" ""Any miss makes one very vulnerable, as each swing requires the full force of the body.""","ok_blockquote"
"586","Stone Greataxe","WEAPONS","Great Axes","https://darksouls.wiki.fextralife.com/Stone+Greataxe","/Stone+Greataxe","Greataxe borne by the stone knights who guard the forest Sanctuary. This greataxe, requiring inhuman strength to wield and more fitted to manual labor than battle, is nevertheless completely lethal.""","ok_blockquote"
"587","Demon's Great Hammer","WEAPONS","Great Hammers","https://darksouls.wiki.fextralife.com/Demon%27s+Great+Hammer","/Demon%27s+Great+Hammer","Demon weapon built from the stone archtrees. Used by lesser demons at North Undead Asylum. This hammer is imbued with no special power, but will merrily beat foes to a pulp, provided you have the strength to wield it.""","ok_blockquote"
"588","Dragon Tooth","WEAPONS","Great Hammers","https://darksouls.wiki.fextralife.com/Dragon+Tooth","/Dragon+Tooth","Created from an everlasting dragon tooth. Legendary great hammer of Havel the Rock."" ""The dragon tooth will never break as it is harder than stone, and it grants its wielder resistance to magic and flame.""","ok_blockquote"
"589","Grant","WEAPONS","Great Hammers","https://darksouls.wiki.fextralife.com/Grant","/Grant","A legendary weapon of the Way of White, granted to an Undead paladin long ago. This mass of iron can only be lifted by those with inhuman strength, but it is blessed, and very effective against agents of Dark.""","ok_blockquote"
"590","Great Club","WEAPONS","Great Hammers","https://darksouls.wiki.fextralife.com/Great+Club","/Great+Club","Giant tree branch serves as a wooden club. Smashes enemies from upside the head."" ""The leaping attack is a trademark of clubs, and this giant club is no exception.""","ok_blockquote"
"591","Large Club","WEAPONS","Great Hammers","https://darksouls.wiki.fextralife.com/Large+Club","/Large+Club","Large wooden club."" ""The giant Undead of Blighttown wield these clubs, which became poisonous from the influence of their surroundings.""","ok_blockquote"
"592","Smough's Hammer","WEAPONS","Great Hammers","https://darksouls.wiki.fextralife.com/Smough%27s+Hammer","/Smough%27s+Hammer","Great Hammer from the soul of executioner Smough, who guards the cathedral in the forsaken city of Anor Londo. Smough loved his work, and ground the bones of his victims into his own feed, ruining his hopes of being ranked with the Four Knights.""","ok_blockquote"
"593","Dragonslayer Greatbow","WEAPONS","Greatbows","https://darksouls.wiki.fextralife.com/Dragonslayer+Greatbow","/Dragonslayer+Greatbow","""Bow of the Dragonslayers, led by Hawkeye Gough, one of Gwyn's Four Knights. This bow's unusual size requires that it be anchored to the ground when fired. Only uses specialized great arrows.""","ok_p_tag"
"594","Gough's Greatbow","WEAPONS","Greatbows","https://darksouls.wiki.fextralife.com/Gough%27s+Greatbow","/Gough%27s+Greatbow","Greatbow used by Hawkeye Gough, of Lord Gwyn's Four Knights, for dragon slaying. This bow is larger than even those used by the famed Dragonslayers. Only their leader, Gough, had the strength to handle it.""","ok_blockquote"
"595","Abyss Greatsword","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Abyss+Greatsword","/Abyss+Greatsword","This greatsword belonged to Lord Gwyn's Knight Artorias, who fell to the Abyss. Swallowed by the Dark with its master, this sword is tainted by the Abyss, and now its strength reflects its wielder's humanity.""","ok_blockquote"
"596","Bastard Sword","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Bastard+Sword","/Bastard+Sword","This standard greatsword is normally wielded with two hands due to its great weight."" ""Usually swung in large arcs and effective against multiple foes. Far from ideal when fighting in tight quarters.","ok_blockquote"
"597","Black Knight Sword","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Black+Knight+Sword","/Black+Knight+Sword","""Greatsword of the Black Knights who wander Lordran. Used to face chaos demons.""""The Large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.""","ok_blockquote"
"598","Claymore","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Claymore","/Claymore","This larger type of greatsword is normally wielded with two hands due to its weight.""""This highly flexible greatsword can be used to attack in swings or thrusts.""","ok_blockquote"
"599","Crystal Greatsword","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Crystal+Greatsword","/Crystal+Greatsword","A fully crystallized straight sword. How such a weapon was created is entirely unknown."" ""The crystallization boosts its attack, but makes the blade brittle. The sword cannot be used for long, as it cannot be repaired.""","ok_blockquote"
"600","Flamberge","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Flamberge","/Flamberge","This greatsword with an undulating blade is the choice weapon of the slithering serpent men of Sen's Fortress.""""This weapon is designed to flay the skin and causes heavy bleeding.""","ok_blockquote"
"601","Great Lord Greatsword","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Great+Lord+Greatsword","/Great+Lord+Greatsword","""Greatsword born from the soul of Gwyn, Lord of Cinder.""""As bearer of the ultimate soul, Gwyn wielded the bolts of the sun, but before linking the fire, divided that power amongst his children, and set off with only this greatsword as his companion.""","ok_p_tag"
"602","Greatsword of Artorias","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Greatsword+of+Artorias","/Greatsword+of+Artorias","Sword born from the soul of the great grey wolf Sif, guardian of the grave of the Abysswalker Knight Artorias.""""Sir Artorias hunted the Darkwraiths, and his sword strikes harder against dark servants.""","ok_blockquote"
"603","Greatsword of Artorias (Cursed)","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Greatsword+of+Artorias+%28Cursed%29","/Greatsword+of+Artorias+%28Cursed%29","Sword born from the souls of the great grey wolf Sif, guardian of the grave of the Abysswalker Knight Artorias.""""The sword can damage ghosts, as it was cursed when Artorias joined a covenant with the creatures of the Abyss.""","ok_blockquote"
"604","Man-Serpent Greatsword","WEAPONS","Greatswords","https://darksouls.wiki.fextralife.com/Man-Serpent+Greatsword","/Man-Serpent+Greatsword","""This single-bladed blood-stained greatsword is the choice weapon of the slithering serpent men of Sen's Fortress."" ""An ordinary human will have great difficulty swinging this heavy beast effectively.""","ok_blockquote"
